"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"40"	"Gpi1"	0.598817633701356	0.0797333984669103	0.0519841692788321	0.10534948504223	40	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC"	"Alveolum, Capillary_ECs"
"41"	"Pcdh7"	0.598504424085819	0.0816146133782912	0.0538653841902131	0.105318042748205	41	"Fibroblasts, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"42"	"Calm1"	0.596546863988726	0.0814608585886743	0.0537116294005962	0.105164317467432	42	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, SMC"
"43"	"Vcam1"	0.598230365672226	0.0749048607838673	0.0471556315957891	0.104708464311688	43	"Fibroblasts, Vascular_ECs"	""
"44"	"Hebp1"	0.604651162790696	0.0833151704458696	0.0555659412577915	0.104005788453201	44	"MNP"	""
"45"	"Dsg2"	0.590830788505208	0.0760938552302273	0.0483446260421492	0.10351416457499	45	"Airway"	""
"46"	"Mapt"	0.612050739957714	0.088153434770455	0.0604042055823769	0.102751766492599	46	"Capillary_ECs, Pericytes"	""
"47"	"Pkd1"	0.641218385404432	0.0763886933369031	0.048639464148825	0.101191795411983	47	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"48"	"Ptprf"	0.606726176493617	0.064619322529891	0.0368700933418129	0.100013242986618	48	"Airway, Alveolum, Mesothelium"	""
"49"	"Fn1"	0.627123952705347	0.0861783790760791	0.058429149888001	0.099438059755081	49	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC"
"50"	"Copa"	0.592553441390651	0.0784287266494839	0.0506794974614058	0.0979311490899532	50	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, SMC"
"51"	"F11r"	0.595254874324641	0.0680349697572883	0.0402857405692102	0.0969841005151179	51	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	"Alveolum"
"52"	"Rps19"	0.591418056534333	0.0828978545295847	0.0551486253415066	0.0957672533141379	52	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
"53"	"Cxcl12"	0.648461357763679	0.0858987408486556	0.0581495116605775	0.0954095920058853	53	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"SMC, Vascular_ECs"
"54"	"Trf"	0.602576149087778	0.0725310039185051	0.044781774730427	0.0943362324389186	54	"Airway, MNP, Mesothelium"	"Mesothelium"
"55"	"Hmgb1"	0.615496045728607	0.0675914955340506	0.0398422663459725	0.0942493001627873	55	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"56"	"Apoe"	0.658718972672458	0.0790035376568809	0.0512543084688028	0.0928469345518293	56	"MNP"	"MNP"
"57"	"Hc"	0.615182836113069	0.0738554384926658	0.0461062093045877	0.0881510892974747	57	"Alveolum"	""
"58"	"Icam2"	0.577754287056614	0.0718179810435607	0.0440687518554826	0.0843790140259868	58	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"59"	"Cxcl14"	0.609975726254797	0.0508604276074692	0.023111198419391	0.0838486317722162	59	"Fibroblasts"	""
"60"	"Vegfa"	0.62450082217524	0.0628612083489001	0.035111979160822	0.0804939498061324	60	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
"61"	"Ptprm"	0.59458930389163	0.0545292675280378	0.0267800383399597	0.0798211140880224	61	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"62"	"App"	0.629042361600502	0.0539827869387369	0.0262335577506588	0.0766611907804226	62	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"63"	"Mif"	0.641179234202492	0.0605370924897818	0.0327878633017037	0.0743947850999454	63	"Alveolum, Fibroblasts, Mesothelium, Pericytes, SMC"	"Alveolum"
"64"	"H2-DMa"	0.608605434186831	0.0543104649768091	0.0265612357887309	0.0743667899745281	64	"MNP"	""
"65"	"Itga4"	0.599600657740191	0.0729925650339076	0.0452433358458295	0.0736904168975165	65	"Lymphocytes, MNP"	""
"66"	"Clstn1"	0.597173283219795	0.0582057610796117	0.0304565318915336	0.0720349277033378	66	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
"67"	"Calr"	0.629042361600496	0.0647569683453972	0.0370077391573191	0.071183747754095	67	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
"68"	"Cd34"	0.577519379844962	0.0571155537385241	0.029366324550446	0.0676627203205412	68	"Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"69"	"Igf1"	0.610367238274215	0.0421737494392304	0.0144245202511523	0.0399178676094951	69	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"70"	"Lama2"	0.584214235377027	0.0459078650902078	0.0181586359021297	0.0280238652103107	70	"Fibroblasts, Pericytes"	""
