"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"36"	"Itgb1"	0.907407407407407	0.00940938853756909	0.00760596202719939	0.0602562396528606	36	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"37"	"Nampt"	0.934507678410117	0.0127035662749948	0.0109001397646251	0.0598217377498364	37	"Lymphatic_ECs, MNP, SMC, Vascular_ECs"	"MNP"
"38"	"Wnt5a"	0.910117434507678	0.0101683320111597	0.00836490550079004	0.0593599612819689	38	"Fibroblasts, Pericytes"	"Pericytes"
"39"	"H2-T23"	0.899728997289973	0.00876448784351582	0.00696106133314612	0.0588543729038021	39	"Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, Vascular_ECs"	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes"
"40"	"Cxcl16"	0.913730803974706	0.0097285337989598	0.0079251072885901	0.058332222883359	40	"MNP"	"MNP"
"41"	"Pecam1"	0.898825654923216	0.00855077678734719	0.00674735027697749	0.056842381123062	41	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"42"	"Pkd1"	0.908762420957543	0.0105630754915008	0.00875964898113115	0.0563319203446404	42	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"43"	"Cfh"	0.907407407407407	0.00910841609371021	0.00730498958334051	0.056220245420877	43	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	""
"44"	"Ptn"	0.905600722673893	0.0102606286081241	0.00845720209775443	0.0559645182809364	44	"Lymphatic_ECs, Mesothelium"	""
"45"	"Ptprc"	0.912827461607949	0.00966896981097589	0.00786554330060619	0.0559630333159779	45	"Granulocytes, Lymphocytes, MNP"	""
"46"	"Lgals3"	0.901084010840108	0.00855721076309312	0.00675378425272341	0.0541388977165818	46	"Airway, MNP"	"Airway"
"47"	"Mapt"	0.913730803974706	0.0100487947085699	0.0082453681982002	0.0537138478230985	47	"Capillary_ECs, Pericytes"	""
"48"	"Ccl5"	0.926829268292683	0.0113520431400412	0.00954861662967147	0.0531718836526048	48	"Lymphocytes"	""
"49"	"Jam2"	0.821589882565492	0.00820036839071063	0.00639694188034093	0.0530714070592276	49	"Capillary_ECs, Vascular_ECs"	""
"50"	"H2-M3"	0.898825654923216	0.00836145792990674	0.00655803141953704	0.0526521495842744	50	"MNP"	""
"51"	"Hebp1"	0.877597109304426	0.0068804324852712	0.00507700597490149	0.0508210130643455	51	"MNP"	""
"52"	"Selp"	0.874887082204155	0.00684306854605233	0.00503964203568262	0.0495075183388961	52	"Vascular_ECs"	"Vascular_ECs"
"53"	"Fn1"	0.887985546522132	0.00890901128290169	0.00710558477253199	0.0490300903279295	53	"Fibroblasts, MNP, SMC"	"Fibroblasts"
"54"	"Itga4"	0.904697380307136	0.00973553304125593	0.00793210653088623	0.0484838455088865	54	"Lymphocytes, MNP"	""
"55"	"Hc"	0.920505871725384	0.0105785066925611	0.00877508018219137	0.0480872182660414	55	"Alveolum"	""
"56"	"Kitl"	0.883468834688347	0.00785464206277288	0.00605121555240318	0.0478488173982476	56	"Capillary_ECs, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs"	""
"57"	"Dusp18"	0.845980126467931	0.0064889670147702	0.0046855405044005	0.0474923990367412	57	"Airway"	""
"58"	"Ptprm"	0.841463414634146	0.00606015001176292	0.00425672350139321	0.0465219862497753	58	"Capillary_ECs, Vascular_ECs"	""
"59"	"Ceacam1"	0.871725383920506	0.0065377571874713	0.00473433067710159	0.0461905149218911	59	"Alveolum, Capillary_ECs, MNP, Vascular_ECs"	"Alveolum, MNP"
"60"	"Cd34"	0.853206865401987	0.00575706524417287	0.00395363873380316	0.0460410956348725	60	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Vascular_ECs"	"Capillary_ECs"
"61"	"Gpi1"	0.853658536585366	0.00657596476679924	0.00477253825642954	0.0445534720498625	61	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
"62"	"Cxcl12"	0.906052393857272	0.00947389478199888	0.00767046827162917	0.0444246331188291	62	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Fibroblasts, SMC"
"63"	"F11r"	0.827913279132791	0.00572718255514415	0.00392375604477445	0.0427500944980404	63	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	""
"64"	"Fgf2"	0.925474254742547	0.0111340048840049	0.00933057837363518	0.0400090577609622	64	"Fibroblasts"	""
"65"	"Icam2"	0.839205058717254	0.00545950582435976	0.00365607931399005	0.0387685594269911	65	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Lymphatic_ECs"
"66"	"Clstn1"	0.793134598012647	0.004880702900976	0.0030772763906063	0.0379783818961285	66	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
"67"	"Vegfa"	0.931345980126468	0.0121502893242024	0.0103468628138327	0.03566736447108	67	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum, Capillary_ECs"
"68"	"Apoe"	0.926377597109304	0.0112686758978926	0.00946524938752294	0.0286052267731874	68	"MNP"	""
"69"	"Il7"	0.786811201445348	0.0041549161710452	0.0023514896606755	0.0266352380515879	69	"Lymphatic_ECs"	""
"70"	"Crlf2"	0.752484191508582	0.00355177452553476	0.00174834801516505	0.0238735975999077	70	"MNP"	""
"71"	"Apln"	0.903342366757001	0.00862128726070495	0.00681786075033525	0.00915240871332196	71	"Capillary_ECs"	""
"72"	"Mif"	0.899277326106594	0.00827696646669376	0.00647353995632405	0.00850060150972176	72	"Alveolum, Fibroblasts, MNP, Mesothelium, SMC"	"Alveolum, MNP"
"73"	"Igf1"	0.856368563685637	0.00589963364899426	0.00409620713862456	0.00282318045262014	73	"Fibroblasts"	"Fibroblasts"
"74"	"Lama2"	0.844173441734417	0.00548183306607715	0.00367840655570744	0.000668898415052483	74	"Fibroblasts, Pericytes, SMC"	""
"75"	"App"	0.817976513098464	0.00460066542130227	0.00279723891093257	-0.00406583911126181	75	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
