"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"33"	"Copa"	0.573299154773448	0.0238038365491001	0.0104067073624973	0.0225718657381135	33	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC, Vascular_ECs"	""
"34"	"Pcdh7"	0.565193293612302	0.025929003396152	0.0125318742095492	0.0225067746163386	34	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs"	"Fibroblasts"
"35"	"Hc"	0.565193293612303	0.0239591680039894	0.0105620388173865	0.022203607079182	35	"Alveolum"	""
"36"	"Il18"	0.539005126783979	0.0200897664618408	0.00669263727523798	0.0213876938811355	36	"MNP"	""
"37"	"Cfh"	0.543439102119994	0.0278604345269784	0.0144633053403755	0.0212645478768056	37	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes"	""
"38"	"Hebp1"	0.565054731883052	0.0247012428602037	0.0113041136736009	0.0210307514625411	38	"MNP"	""
"39"	"Lgals3"	0.578703062214213	0.0244302594148559	0.0110331302282531	0.021003336014988	39	"MNP"	""
"40"	"Kitl"	0.556325342940278	0.0248214467679884	0.0114243175813856	0.0208926363304206	40	"Capillary_ECs, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs"	""
"41"	"Icam1"	0.548150200914505	0.0209426595779607	0.00754553039135778	0.0203852939297227	41	"Airway, Alveolum, Capillary_ECs, Mesothelium, Vascular_ECs"	"Airway"
"42"	"Aimp1"	0.563807676319797	0.0239544195676744	0.0105572903810715	0.0200834140011301	42	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"43"	"Cxcl12"	0.568726617708187	0.0240523189343215	0.0106551897477186	0.0200802252557106	43	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Capillary_ECs"
"44"	"Itgb2"	0.550852154634888	0.0236880783721417	0.0102909491855388	0.0195554941516216	44	"Granulocytes, Lymphocytes, MNP"	""
"45"	"Itga4"	0.591727864763748	0.0236744790079137	0.0102773498213108	0.019347548296788	45	"Granulocytes, Lymphocytes, MNP"	""
"46"	"Ptprf"	0.539975058888733	0.0194433161548091	0.00604618696820626	0.0192937505565711	46	"Airway, Alveolum, Mesothelium"	""
"47"	"Pf4"	0.539351531107107	0.0263162814305823	0.0129191522439795	0.0186525388352428	47	"MNP"	""
"48"	"Penk"	0.530968546487459	0.0217234797763786	0.00832635058977575	0.0183979228438476	48	"Fibroblasts"	""
"49"	"Rps19"	0.569904392406815	0.0223202732678671	0.00892314408126421	0.0173784810231374	49	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
"50"	"Ccl5"	0.539282250242479	0.0234796829094483	0.0100825537228454	0.0171537786788293	50	"Lymphocytes"	""
"51"	"Mapt"	0.560205071359288	0.0345746881611666	0.0211775589745637	0.0160178799176554	51	"Capillary_ECs, Pericytes"	""
"52"	"Cd2"	0.579880836912842	0.0210243903921886	0.00762726120558575	0.0149154050727909	52	"Lymphocytes"	""
"53"	"Selp"	0.531176389081333	0.0243255989975255	0.0109284698109227	0.0145745535884691	53	"Vascular_ECs"	"Vascular_ECs"
"54"	"Spp1"	0.556325342940277	0.0220067952901932	0.00860966610359036	0.0141079239595914	54	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"55"	"Ptprc"	0.535471802688095	0.0207486612121922	0.0073515320255893	0.0138880238908043	55	"Granulocytes, Lymphocytes, MNP"	""
"56"	"Apoe"	0.591658583899125	0.0248063294236627	0.0114092002370599	0.012532109430911	56	"MNP"	"MNP"
"57"	"Gpi1"	0.567964528197309	0.0197711912373928	0.00637406205078993	0.0116728277042005	57	"Airway, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium"	""
"58"	"Fgf2"	0.552445614521267	0.0208415791370034	0.00744444995040055	0.0115128532442226	58	"Fibroblasts, Mesothelium"	""
"59"	"Pros1"	0.545032562006372	0.0233121815962869	0.00991505240968399	0.011353941411521	59	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	""
"60"	"Lrpap1"	0.547318830539002	0.0213759813711967	0.00797885218459387	0.0113023542765088	60	"Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"MNP"
"61"	"Vegfa"	0.538173756408478	0.0202174529889203	0.00682032380231742	0.0106196665214126	61	"Alveolum, Capillary_ECs, Vascular_ECs"	""
"62"	"Igf1"	0.550090065124011	0.0175550364215426	0.00415790723493976	0.0102604750634207	62	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"63"	"Trf"	0.558403768879034	0.0201070987990145	0.00670996961241164	0.00808541984483651	63	"Airway, Alveolum, Lymphatic_ECs, MNP, Mesothelium"	""
"64"	"Mif"	0.578148815297213	0.0204521569640894	0.00705502777748658	0.00745864043522584	64	"Alveolum, Fibroblasts, Lymphatic_ECs, MNP"	"MNP"
"65"	"Hmgb1"	0.538935845919355	0.0202347549889449	0.00683762580234207	0.00674030353619503	65	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"66"	"Crlf2"	0.507205209921024	0.016977113713488	0.00357998452688513	0.00572022050362136	66	"MNP"	""
"67"	"Cxcl14"	0.544131910766245	0.016919158251061	0.00352202906445813	0.00394315122833088	67	"Fibroblasts, Pericytes"	"Fibroblasts, Pericytes"
"68"	"Cd34"	0.515103228488292	0.0189461348121514	0.00554900562554854	0.00176036942144738	68	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Vascular_ECs"	"Capillary_ECs"
"69"	"Thbs1"	0.548011639185255	0.0196027288032742	0.00620559961667134	0.00173348431799613	69	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs, Pericytes"
"70"	"Il7"	0.493972564777608	0.0160634374476111	0.0026663082610082	-0.00325861085510459	70	"Lymphatic_ECs"	""
"71"	"Icam2"	0.487113759179713	0.0221927655136056	0.00879563632700274	-0.00463854732408594	71	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"72"	"Dusp18"	0.5187058334488	0.0167588837204186	0.00336175453381577	-0.00510626086435878	72	"Airway"	""
"73"	"Calr"	0.572814188721072	0.0191457417206373	0.00574861253403439	-0.00815136098006057	73	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"74"	"Apln"	0.545794651517249	0.0185445766491296	0.00514744746252673	-0.00966290278284378	74	"Capillary_ECs"	""
"75"	"Clstn1"	0.479562144935568	0.0141239521364201	0.000726822949817274	-0.0268996372978212	75	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
