"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"17"	"Gpi1"	0.343498517577298	0.00269066795798366	-0.00110680039644672	-0.0348433809444098	17	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, Vascular_ECs"
"18"	"Wnt5a"	0.30834392206692	0.00259087529355387	-0.00120659306087651	-0.0349863293460087	18	"Fibroblasts"	""
"19"	"Mapt"	0.316814908936891	0.00255895908571589	-0.00123850926871449	-0.0358641286253621	19	"Capillary_ECs, Pericytes"	""
"20"	"Vegfa"	0.198644642100805	0.00222037919941657	-0.00157708915501381	-0.035990830236056	20	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
"21"	"Tnfsf13b"	0.247352816603134	0.00233675545969639	-0.00146071289473399	-0.0370702748797713	21	"Fibroblasts"	""
"22"	"Lgals3"	0.294366793731469	0.00246173994692098	-0.0013357284075094	-0.037188154705795	22	"Airway, Granulocytes, MNP"	"Airway, MNP"
"23"	"Il18"	0.293096145700974	0.00252938621993506	-0.00126808213449532	-0.0379514627779941	23	"MNP"	""
"24"	"Jam2"	0.341804320203304	0.00266629630391078	-0.0011311720505196	-0.0380766681300322	24	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"25"	"Trf"	0.288860652265989	0.0025036008027819	-0.00129386755164848	-0.0383627121840922	25	"Airway, Alveolum, Lymphatic_ECs, MNP, Mesothelium"	"Airway"
"26"	"Gmfb"	0.310461668784413	0.00261499599082035	-0.00118247236361003	-0.0383628893707776	26	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes"	""
"27"	"Cdh1"	0.324015247776366	0.00258299694314016	-0.00121447141129022	-0.0385892429958743	27	"Airway, Alveolum"	""
"28"	"Cfh"	0.325285895806861	0.00260283449390568	-0.0011946338605247	-0.0390423262812624	28	"Fibroblasts, Lymphatic_ECs, Mesothelium"	""
"29"	"Fn1"	0.282083862770013	0.00245870958200596	-0.00133875877242442	-0.0394141940019909	29	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes"
"30"	"Thbs2"	0.32867429055485	0.00269062351908885	-0.00110684483534153	-0.0396583930300963	30	"Fibroblasts"	"Fibroblasts"
"31"	"Sell"	0.290978398983481	0.00245215883594761	-0.00134530951848277	-0.0400019512578874	31	"Granulocytes, Lymphocytes"	""
"32"	"Ccl5"	0.165184243964422	0.00216940447680641	-0.00162806387762397	-0.0406082730036006	32	"Lymphocytes"	""
"33"	"Icam2"	0.246082168572639	0.00236300571789267	-0.00143446263653771	-0.0408404970116817	33	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"34"	"Copa"	0.29987293519695	0.00249486237490045	-0.00130260597952993	-0.0408890985934616	34	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, Vascular_ECs"	"Alveolum"
"35"	"Kitl"	0.262177043625582	0.00243467516730874	-0.00136279318712164	-0.0410273812765773	35	"Capillary_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
"36"	"Pros1"	0.301143583227446	0.00250944610477321	-0.00128802224965717	-0.0412564874721444	36	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"Pericytes"
"37"	"Hc"	0.207962727657772	0.00222467186147289	-0.00157279649295749	-0.0413984494076908	37	"Alveolum"	""
"38"	"Hmgb1"	0.247352816603134	0.00239498910581245	-0.00140247924861793	-0.0415402096847734	38	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"39"	"Pecam1"	0.318932655654384	0.00264103500381316	-0.00115643335061722	-0.0417278841563284	39	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"40"	"Nampt"	0.229987293519695	0.00228832034420218	-0.0015091480102282	-0.0420117414715021	40	"MNP, SMC"	"MNP"
"41"	"Icam1"	0.256247352816603	0.00237785385352029	-0.00141961450091009	-0.0421384335208406	41	"Airway, Alveolum, Capillary_ECs, Vascular_ECs"	"Airway, Alveolum"
"42"	"Dsg2"	0.272342227869546	0.00238888485474526	-0.00140858349968512	-0.0422194924307175	42	"Airway"	""
"43"	"Pcdh7"	0.269377382465057	0.00238305394424852	-0.00141441441018186	-0.0423810983443584	43	"Fibroblasts, Mesothelium, SMC"	"Fibroblasts"
"44"	"Cxcl13"	0.238881829733164	0.00233436649224834	-0.00146310186218204	-0.0424689611477461	44	"Mesothelium"	"Mesothelium"
"45"	"Itgb1"	0.293096145700974	0.00245803332185876	-0.00133943503257162	-0.0426500761668565	45	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, Lymphatic_ECs, Pericytes"
"46"	"Ptprf"	0.320626853028378	0.00259063994019344	-0.00120682841423694	-0.0428069630146314	46	"Airway, Alveolum, Mesothelium"	""
"47"	"Vcam1"	0.276577721304532	0.0024176899734184	-0.00137977838101198	-0.0430576992430274	47	"Fibroblasts, Vascular_ECs"	""
"48"	"H2-T23"	0.265988987717069	0.00242622921015439	-0.00137123914427598	-0.0434542448960491	48	"Capillary_ECs, Granulocytes, Lymphocytes, MNP, Vascular_ECs"	""
"49"	"Lamb2"	0.296060991105464	0.00252426420345546	-0.00127320415097492	-0.0438650625620843	49	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"50"	"Ceacam1"	0.26556543837357	0.00236691794150819	-0.00143055041292219	-0.0444579253671695	50	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
"51"	"Cxcl14"	0.213045319779754	0.00225548194539839	-0.00154198640903199	-0.0452301699461463	51	"Fibroblasts"	""
"52"	"Rps19"	0.263871240999576	0.00240260305085205	-0.00139486530357833	-0.045690852280572	52	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"
"53"	"Lrpap1"	0.257941550190597	0.00240823084538788	-0.0013892375090425	-0.0460098875989642	53	"Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"MNP"
"54"	"Col18a1"	0.27403642524354	0.00240226310213027	-0.00139520525230011	-0.0466386523120448	54	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Lymphatic_ECs, Pericytes, SMC"
"55"	"Itgb2"	0.236340533672173	0.00231075974640265	-0.00148670860802773	-0.0471306709678852	55	"Granulocytes, MNP"	""
"56"	"H2-M3"	0.187632359169843	0.00226414323187557	-0.00153332512255481	-0.0473338020533527	56	"MNP"	""
"57"	"Calm1"	0.256670902160101	0.00233871663301717	-0.00145875172141321	-0.0477308861925268	57	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, SMC"
"58"	"Pf4"	0.220669207962727	0.00229246145848503	-0.00150500689594535	-0.0483953560191854	58	"MNP"	""
"59"	"Selp"	0.213892418466751	0.00223486310312949	-0.00156260525130088	-0.0492538917571314	59	"Vascular_ECs"	"Vascular_ECs"
"60"	"Ptprc"	0.233799237611182	0.0023501428551889	-0.00144732549924148	-0.0493161534530703	60	"Granulocytes, Lymphocytes, MNP"	""
"61"	"Hebp1"	0.228293096145701	0.00227619964310182	-0.00152126871132856	-0.0500841437353723	61	"MNP"	"MNP"
"62"	"Cxcl16"	0.208809826344769	0.00223051124880488	-0.00156695710562549	-0.0504295063689852	62	"Alveolum, MNP"	"Alveolum, MNP"
"63"	"Spp1"	0.197373994070309	0.0022498478437086	-0.00154762051072178	-0.0506301403535207	63	"Fibroblasts, MNP, Pericytes"	"Fibroblasts, MNP"
"64"	"Cxcl2"	0.210927573062262	0.00227754152733467	-0.00151992682709571	-0.0510676554659071	64	"Granulocytes"	""
"65"	"Anxa1"	0.229563744176196	0.00226186990717608	-0.0015355984472543	-0.0519149253722054	65	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs"
"66"	"Aimp1"	0.216857263871241	0.00223136028934956	-0.00156610806508082	-0.0528555782587521	66	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Vascular_ECs"
"67"	"Arf1"	0.201185938161796	0.00220162748144855	-0.00159584087298183	-0.0538179875454748	67	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"68"	"C3"	0.195256247352817	0.00219929662006218	-0.0015981717343682	-0.0554124407281466	68	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium"	"Mesothelium"
"69"	"Thbs1"	0.178737822956374	0.00215887867142067	-0.00163858968300971	-0.0580189228726228	69	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Pericytes"
"70"	"Cd34"	0.165184243964422	0.00215740568785729	-0.00164006266657309	-0.0618861956162359	70	"Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
