"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"65"	"Ptprc"	0.497301924082422	0.132703111628837	0.0060743110942568	0.00581120101413514	65	"Granulocytes, Lymphocytes, MNP"	""
"66"	"Tnc"	0.49557487286844	0.131806157550288	0.00517735701570685	0.00546801957740032	66	"Fibroblasts, Lymphatic_ECs, Pericytes"	"Fibroblasts, Lymphatic_ECs, Pericytes"
"67"	"Grn"	0.490575407840469	0.129984726828833	0.00335592629425277	0.00543154504289002	67	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	"Lymphatic_ECs, MNP"
"68"	"Lama2"	0.499097613217242	0.129698409058391	0.00306960852381044	0.00530920751088245	68	"Fibroblasts"	""
"69"	"Cxcl13"	0.494006294501093	0.130237409414731	0.00360860888015035	0.00496639422523242	69	"Mesothelium"	"Mesothelium"
"70"	"Agrn"	0.498717076509074	0.132012510491665	0.00538370995708384	0.00447991092938496	70	"Alveolum, Lymphatic_ECs, SMC, Vascular_ECs"	"Alveolum"
"71"	"Copa"	0.501779539035797	0.132224882098743	0.00559608156416194	0.00435634902371046	71	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, Vascular_ECs"	"Alveolum"
"72"	"Plxnb2"	0.496914321705935	0.131651850362379	0.00502304982779878	0.00413191297021292	72	"Airway, Alveolum, Fibroblasts, Mesothelium, Pericytes"	"Alveolum"
"73"	"Adam12"	0.497500267486015	0.133070826238265	0.00644202570368424	0.00397848244956739	73	"Fibroblasts, Lymphatic_ECs"	"Fibroblasts, Lymphatic_ECs"
"74"	"Aimp1"	0.490818668706962	0.130749852537467	0.00412105200288643	0.00352079676429406	74	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Vascular_ECs"
"75"	"Efna1"	0.491927978633417	0.131453378557806	0.00482457802322481	0.00344939864677909	75	"Alveolum, Lymphatic_ECs"	"Alveolum"
"76"	"Fn1"	0.498839211632916	0.131991165674871	0.00536236514029045	0.00321864919884271	76	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes"
"77"	"H2-T23"	0.496036160071708	0.131692811103508	0.00506401056892702	0.00315263275332126	77	"Capillary_ECs, Granulocytes, Lymphocytes, MNP, Vascular_ECs"	""
"78"	"Tgfb3"	0.493660076753345	0.132089030234661	0.00546022970008059	0.00314129828570349	78	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
"79"	"Dsg2"	0.496700332893916	0.131899711374686	0.0052709108401055	0.00275132747373565	79	"Airway"	""
"80"	"Sema7a"	0.496749792572164	0.131959993400441	0.00533119286586037	0.00269365477025248	80	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"81"	"Rps19"	0.498856371113126	0.132606033498694	0.00597723296411337	0.00263897112555094	81	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"
"82"	"Lamc2"	0.490803527989129	0.130586312555366	0.00395751202078562	0.00250011875579877	82	"Alveolum"	"Alveolum"
"83"	"Tfpi"	0.497904019961522	0.132104630804227	0.00547583026964615	0.00152489402270851	83	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC"	"SMC"
"84"	"Trf"	0.494464048870198	0.130343309554684	0.00371450902010337	0.00108623112607537	84	"Airway, Alveolum, Lymphatic_ECs, MNP, Mesothelium"	"Airway"
"85"	"Ptprf"	0.49122343056366	0.12967879987108	0.00304999933649958	0.000817926574456764	85	"Airway, Alveolum, Mesothelium"	""
"86"	"Calm1"	0.493489491332442	0.1296576818933	0.0030288813587197	0.000345261433333863	86	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, SMC"
"87"	"Rtn4"	0.49130519043995	0.128632575420775	0.0020037748861943	-0.00173876626288247	87	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
"88"	"Adam9"	0.493048391752953	0.129860676522478	0.00323187598789756	-0.00182260641907686	88	"Fibroblasts, MNP, Pericytes, Vascular_ECs"	"MNP, Vascular_ECs"
"89"	"Jam2"	0.494899596853156	0.128882610658772	0.00225381012419107	-0.00191841440586773	89	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"90"	"Hsp90b1"	0.489635673953726	0.129869497500856	0.00324069696627483	-0.0024726959974863	90	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"91"	"Sema5a"	0.490975122791221	0.126270589757722	-0.00035821077685888	-0.00252882080024468	91	"Fibroblasts, Mesothelium, SMC"	"Mesothelium"
"92"	"Cdh5"	0.484758344049596	0.129948143145471	0.00331934261089031	-0.0025827057261948	92	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"93"	"Nectin2"	0.492553794970454	0.131504535710013	0.00487573517543269	-0.00268135756316106	93	"Airway, Alveolum, Lymphatic_ECs"	"Lymphatic_ECs"
"94"	"Thbs1"	0.488263420227595	0.126834341047191	0.000205540512609931	-0.00306837648166926	94	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Pericytes"
"95"	"Lamb1"	0.489445910290239	0.129456913059891	0.00282811252531046	-0.00319115152734988	95	"Airway, Fibroblasts, Lymphatic_ECs, Pericytes"	"Lymphatic_ECs"
"96"	"Cdh1"	0.492185370836554	0.127960508447014	0.00133170791243295	-0.00356129618860046	96	"Airway, Alveolum"	""
"97"	"F11r"	0.488109994286901	0.127461000983759	0.000832200449178561	-0.00499910866721724	97	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	"Alveolum"
"98"	"Wnt4"	0.488487502851501	0.12833013107893	0.00170133054434926	-0.00502715892179511	98	"Airway"	""
"99"	"Manf"	0.49240945346046	0.12580345367527	-0.00082534685931096	-0.00584666800989478	99	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Airway, Alveolum, Lymphatic_ECs"
"100"	"Ntn1"	0.489046195339486	0.129279782375227	0.00265098184064588	-0.00599775662742399	100	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"101"	"Ccl5"	0.490749526095532	0.126827560884169	0.000198760349588128	-0.00683696995632184	101	"Lymphocytes"	""
"102"	"Nenf"	0.489454994720936	0.128623773576501	0.00199497304192026	-0.00701696781529204	102	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"103"	"Nid1"	0.485744509471022	0.125687307387975	-0.000941493146606187	-0.00753843464612068	103	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"
"104"	"Plau"	0.488002495190299	0.124295450455841	-0.00233335007873965	-0.00768297982087267	104	"Lymphatic_ECs"	"Lymphatic_ECs"
"105"	"Adam15"	0.484082058653122	0.125711793290926	-0.000917007243654622	-0.00781079074374478	105	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
"106"	"Itgal"	0.490816649944586	0.128399837799493	0.00177103726491185	-0.00795305362151406	106	"Granulocytes, Lymphocytes"	""
"107"	"Ptprm"	0.485916104273114	0.125753156616368	-0.000875643918212682	-0.0085140795317571	107	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"108"	"App"	0.490830781281226	0.125166803880048	-0.00146199665453273	-0.0116111436359174	108	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"109"	"Hmgb2"	0.488055487702707	0.124800766734092	-0.00182803380048889	-0.0120527862168532	109	"Granulocytes, Lymphocytes"	""
"110"	"Dkk2"	0.486453599756133	0.122384012055155	-0.00424478847942555	-0.0141842243586949	110	"Fibroblasts"	"Fibroblasts"
"111"	"Rspo1"	0.479609490605689	0.122886237718111	-0.00374256281646922	-0.0164669702019541	111	"Mesothelium"	""
"112"	"Areg"	0.477504426136512	0.12147795927341	-0.00515084126117107	-0.0178999862958323	112	"Airway, Alveolum"	"Airway, Alveolum"
"113"	"Rspo3"	0.478581940555523	0.122731065472914	-0.00389773506166639	-0.0179421399441981	113	"Lymphatic_ECs"	""
"114"	"Clstn1"	0.479802282412743	0.123444850574785	-0.00318394995979616	-0.019854857360036	114	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"115"	"Sfrp2"	0.474114419414036	0.122239007468988	-0.0043897930655927	-0.0201230741792427	115	"Mesothelium, SMC"	"Mesothelium"
"116"	"Thbs2"	0.485005642440844	0.12050765821904	-0.00612114231554073	-0.0208714521302625	116	"Fibroblasts"	"Fibroblasts"
